,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Years_Since_Join,Total_Amnt_Spend,No_of_Childrens,Is_Parent,Memebers_In_Family,Total_Purchase,labels
667,1,0,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,37,11,59,1,1,2,13,2
668,4,1,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,56,11,34,1,1,3,13,0
669,0,1,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,53,11,198,2,1,4,15,0
670,4,1,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,60,11,1048,1,1,3,33,0
671,3,0,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,62,11,574,2,1,3,27,2
672,2,0,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,54,12,1029,1,1,2,20,2
673,2,1,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,44,11,670,1,1,3,24,0
675,2,1,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,50,10,11,2,1,4,12,0
676,4,1,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,61,12,1241,1,1,3,26,0
677,2,0,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,45,10,576,0,0,1,18,1
678,0,1,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,39,11,172,1,1,3,21,0
679,4,0,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,44,11,664,0,0,1,22,1
680,2,0,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,61,11,928,1,1,2,29,2
681,2,0,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,57,12,2074,0,0,1,37,1
682,0,0,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,42,11,467,0,0,2,23,1
683,2,0,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,69,11,257,1,1,3,17,2
684,2,0,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,57,11,1146,0,0,2,18,1
685,4,0,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,48,11,689,1,1,2,24,2
686,4,0,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,52,12,2114,0,0,1,24,1
687,4,1,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,42,12,1717,0,0,2,44,3
688,4,0,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,35,10,1346,0,0,2,22,1
689,4,0,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,55,11,1044,0,0,2,17,1
690,4,0,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,1,64,12,493,1,1,2,28,2
691,2,0,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,54,11,957,0,0,1,15,1
692,3,0,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,66,11,270,1,1,3,15,2
693,1,0,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,72,11,29,0,0,2,11,1
694,3,0,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,75,11,121,2,1,3,16,2
695,3,1,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,63,11,126,2,1,4,11,0
696,2,0,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,29,10,23,0,0,1,10,1
697,4,0,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,75,11,57,2,1,3,16,2
698,2,0,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,63,11,636,0,0,1,26,1
699,2,0,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,64,10,1004,0,0,2,32,1
700,2,0,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,51,11,734,1,1,2,24,2
701,2,1,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,46,10,614,2,1,4,24,0
702,2,0,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,46,10,1453,1,1,2,29,2
703,3,0,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,36,10,1621,0,0,1,16,1
704,3,0,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,56,11,187,1,1,2,19,2
706,4,0,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,54,10,57,1,1,2,8,2
707,2,0,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,73,11,637,1,1,2,28,2
708,4,0,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,76,11,948,1,1,3,21,2
710,2,1,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,38,11,18,1,1,3,12,0
711,3,0,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,59,12,903,1,1,2,31,2
712,2,0,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,49,11,112,1,1,2,14,2
713,2,0,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,71,11,596,0,0,2,24,1
714,2,0,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,42,11,233,1,1,3,20,2
715,4,1,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,49,12,1511,0,0,2,12,3
716,0,0,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,64,12,1152,0,0,1,19,1
717,2,0,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,46,11,48,1,1,3,14,2
718,2,0,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,54,11,1185,1,1,2,37,2
719,2,0,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,66,10,21,2,1,3,11,2
720,3,1,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,59,12,965,1,1,3,20,0
721,2,1,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,70,11,869,0,0,2,28,3
722,4,1,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,40,10,16,1,1,3,13,0
723,2,1,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,59,11,1947,0,0,2,19,3
724,2,1,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,48,12,71,1,1,3,21,0
726,2,1,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,69,11,1380,0,0,2,26,3
727,3,0,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,48,10,1027,0,0,1,24,1
728,3,1,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,59,11,411,3,1,5,28,0
729,2,0,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,33,11,836,0,0,2,30,1
730,4,0,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,75,11,11,2,1,3,9,2
731,4,0,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,71,12,480,2,1,4,31,2
733,4,0,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,76,11,284,3,1,4,24,2
734,2,0,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,51,11,1472,2,1,3,19,2
735,2,1,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1,75,10,1677,0,0,2,28,3
736,2,1,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,51,11,1335,1,1,3,23,0
737,3,0,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,72,10,334,1,1,3,15,2
738,1,1,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,35,11,18,1,1,3,11,0
739,2,0,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,55,12,1338,1,1,3,24,2
740,4,0,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,71,11,1099,1,1,2,35,2
741,3,0,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,68,11,97,2,1,4,16,2
742,4,0,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,74,10,63,3,1,4,14,2
743,0,0,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,46,11,109,1,1,3,15,2
744,2,1,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,60,10,902,0,0,2,24,3
745,2,0,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,72,11,1574,0,0,2,21,1
746,0,1,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,49,11,38,1,1,3,14,0
747,2,0,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,29,10,960,0,0,1,25,1
748,2,0,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,54,11,28,1,1,2,11,2
749,0,1,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,1,70,10,1215,0,0,2,34,3
750,4,0,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,52,11,1497,0,0,2,24,1
751,4,0,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,66,11,449,1,1,3,20,2
753,2,1,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,55,11,1757,0,0,2,33,3
754,2,0,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,45,10,1440,0,0,2,24,1
755,0,0,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,46,11,1006,0,0,2,28,1
756,4,0,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,52,12,1226,1,1,3,29,2
757,2,1,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,60,11,1171,1,1,3,28,0
758,3,1,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,45,11,92,1,1,3,12,0
759,4,1,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,65,10,99,1,1,3,13,0
760,0,1,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,43,11,66,1,1,3,15,0
761,2,0,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,57,10,564,2,1,3,25,2
762,3,1,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,36,11,1427,0,0,2,24,3
763,4,0,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,46,11,86,1,1,2,13,2
764,2,0,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,72,10,833,0,0,1,20,1
765,2,1,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,69,11,242,1,1,3,18,0
766,2,1,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,47,12,1869,0,0,2,19,3
767,2,0,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,37,12,1364,0,0,2,35,1
768,0,1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,59,11,183,1,1,3,12,0
769,3,1,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,68,11,450,1,1,3,24,0
770,2,1,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,45,11,758,1,1,3,23,0
771,4,1,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,73,11,1507,0,0,2,23,3
772,2,0,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,59,11,654,2,1,3,33,2
773,2,1,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,52,11,81,2,1,4,16,0
774,4,0,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,67,12,137,1,1,3,21,2
775,2,0,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,71,11,16,2,1,4,11,2
776,4,0,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,59,11,93,1,1,2,14,2
777,4,0,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,66,10,1158,0,0,2,19,1
778,3,0,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,69,11,43,2,1,3,9,2
779,2,0,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,53,11,1525,1,1,2,24,1
780,4,0,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,50,10,1230,0,0,1,20,1
781,2,0,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,48,10,29,2,1,4,10,2
782,2,0,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,54,10,25,1,1,2,12,2
783,2,1,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,52,10,24,1,1,3,11,0
784,2,0,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,52,11,38,1,1,3,13,2
785,1,1,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,38,12,57,1,1,3,14,0
786,3,0,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,64,10,47,2,1,4,19,2
787,4,0,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,56,11,813,1,1,2,31,2
788,3,1,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,46,10,629,1,1,3,29,0
789,2,0,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,48,12,377,1,1,2,26,2
790,3,0,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,79,11,1612,0,0,2,16,1
791,4,1,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,67,12,729,0,0,2,19,3
792,2,0,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,74,11,50,0,0,1,13,1
793,2,1,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,46,11,270,2,1,4,19,0
794,2,0,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,63,11,177,1,1,2,12,2
795,3,0,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,62,11,315,0,0,1,20,1
796,4,1,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,70,10,767,1,1,3,29,0
797,0,0,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,59,12,1071,1,1,2,34,2
798,2,0,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,51,11,1580,0,0,2,27,1
799,2,1,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,56,11,60,1,1,3,18,0
800,3,1,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,54,11,573,1,1,3,25,0
801,2,0,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,68,11,41,2,1,3,10,2
802,2,1,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,73,11,170,2,1,4,16,0
803,4,0,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,80,11,1167,0,0,1,30,1
804,2,1,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,66,11,1526,0,0,2,33,3
805,3,1,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,48,11,458,2,1,4,28,0
806,3,1,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,53,10,63,1,1,3,8,0
807,2,1,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,67,11,405,1,1,3,20,0
808,2,1,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,52,11,1027,2,1,4,28,0
809,2,0,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,52,11,1478,1,1,2,24,1
810,2,1,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,43,11,72,0,0,2,11,3
811,2,0,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,52,11,48,1,1,2,15,2
812,2,0,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,49,10,726,0,0,1,18,1
813,3,1,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,69,11,860,1,1,3,31,0
814,4,0,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,38,11,1497,0,0,2,23,1
815,4,0,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,54,10,495,1,1,3,21,2
816,2,1,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,48,10,20,2,1,4,10,0
817,2,0,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,70,12,570,0,0,1,28,1
818,2,1,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,52,10,769,1,1,3,26,0
819,0,1,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,46,11,55,1,1,3,15,0
820,4,0,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,44,11,1808,0,0,1,21,1
821,2,1,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,52,11,55,1,1,3,14,0
822,2,0,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,1,63,10,577,0,0,1,23,1
825,0,0,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,65,11,1576,1,1,2,32,1
826,2,1,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,70,11,1616,3,1,5,22,0
827,2,0,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,62,11,36,3,1,4,14,2
828,4,0,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,66,11,1482,1,1,2,26,2
829,2,0,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,40,10,22,1,1,3,11,2
830,4,0,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,48,11,63,2,1,3,11,2
831,2,0,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,32,12,680,0,0,1,24,1
832,4,0,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,57,11,542,2,1,4,25,2
833,0,0,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,44,11,50,1,1,3,14,2
834,2,1,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,57,11,39,2,1,4,14,0
835,2,1,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,68,11,1043,1,1,3,31,3
836,3,0,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,52,11,385,1,1,2,21,2
837,2,0,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,44,12,1633,0,0,1,30,1
838,0,0,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,44,11,46,1,1,2,11,2
839,2,0,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,47,10,761,1,1,2,25,2
840,2,0,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,74,11,76,2,1,4,14,2
841,2,1,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,50,12,290,1,1,3,19,0
842,2,0,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,36,10,89,1,1,2,17,2
843,2,1,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,43,12,70,1,1,3,20,0
844,0,1,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,64,11,1066,0,0,2,18,3
845,2,0,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,1,54,10,2009,0,0,2,21,1
846,0,0,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,33,12,1345,0,0,1,22,1
847,3,0,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,68,12,764,1,1,2,28,2
848,2,0,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,61,11,195,1,1,2,16,2
849,2,1,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,44,11,53,2,1,4,16,0
850,2,0,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,50,11,368,1,1,2,19,2
852,0,1,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,67,12,1853,0,0,2,28,3
853,4,0,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,58,10,35,2,1,4,11,2
854,4,1,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,1,50,10,446,1,1,3,26,0
855,2,0,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,45,11,1180,1,1,2,38,1
856,3,1,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,51,10,41,1,1,3,12,0
857,2,1,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,39,11,727,2,1,4,27,0
858,2,0,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,58,12,40,2,1,4,14,2
859,0,1,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,35,11,1062,0,0,2,28,3
860,2,0,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,55,10,40,1,1,3,15,2
861,3,0,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,55,10,292,2,1,4,25,2
862,2,1,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,37,11,15,0,0,2,10,3
863,0,0,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,35,12,341,1,1,3,24,2
864,0,0,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,49,11,369,1,1,2,20,2
865,4,0,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,51,11,401,1,1,3,21,2
866,3,0,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,58,11,393,1,1,2,22,2
867,3,0,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,38,11,10,2,1,3,11,2
868,2,0,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,46,11,486,1,1,3,19,2
869,2,0,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,45,12,69,1,1,3,14,2
870,4,0,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,41,11,1727,0,0,2,20,1
871,2,0,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,65,10,995,1,1,2,19,2
872,2,0,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,48,10,45,1,1,3,17,2
873,0,0,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,43,10,182,2,1,3,19,2
874,3,0,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,46,11,989,1,1,3,26,2
875,2,0,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,71,11,1677,0,0,2,20,1
876,3,0,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,53,11,595,2,1,3,29,2
877,2,1,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,41,11,156,1,1,3,17,0
878,3,0,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,68,10,1226,0,0,1,29,1
879,0,0,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,46,11,128,1,1,3,20,2
880,2,0,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,52,10,86,1,1,2,17,2
881,2,1,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,49,12,68,1,1,3,15,0
882,2,0,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,49,11,16,2,1,3,9,2
883,0,1,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,43,10,55,2,1,4,13,0
885,4,0,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,54,11,2018,0,0,2,20,1
886,4,0,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,71,12,263,3,1,4,24,2
887,2,1,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,65,11,55,2,1,4,14,0
888,2,0,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,62,11,564,2,1,4,32,2
889,3,0,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,46,11,1281,0,0,1,25,1
890,2,1,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,51,11,83,1,1,3,16,0
891,3,0,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,59,12,353,2,1,3,23,2
892,2,1,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,41,10,1003,0,0,2,26,3
893,1,0,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,33,10,14,1,1,2,11,2
